,Run,run_length,runner_up_highest,standard_lowest,standard_reached,num_agents,num_edges,num_variants,link_generator,variant_exchange,multiplexity_range
78,78,840,600,12,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
79,79,852,535,175,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
80,80,1192,632,87,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
81,81,466,423,189,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
82,82,713,523,31,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
83,83,550,589,35,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
84,84,876,895,54,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
85,85,858,971,29,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
86,86,427,468,180,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
87,87,547,397,162,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
88,88,452,437,193,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
89,89,549,934,66,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
90,90,1990,927,73,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
91,91,828,600,7,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
92,92,635,455,145,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
93,93,1194,706,2,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
94,94,652,580,44,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
95,95,871,649,194,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
96,96,1240,972,28,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
97,97,1230,583,98,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
98,98,287,332,158,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
99,99,1290,799,201,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
100,100,1095,720,33,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
101,101,815,896,1,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
102,102,1108,799,166,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
103,103,865,483,194,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
104,104,1555,963,18,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
105,105,1103,688,130,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
106,106,1143,678,7,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
107,107,657,455,177,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
108,108,769,629,11,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
109,109,628,507,158,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
110,110,2258,875,75,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
111,111,524,287,182,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
112,112,911,720,69,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
113,113,507,558,128,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
114,114,1700,864,136,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
115,115,1395,971,29,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
116,116,1420,755,94,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
117,117,676,610,126,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
118,118,2133,868,132,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
119,119,1758,725,113,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
120,120,1340,613,47,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
121,121,424,420,178,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
122,122,1130,913,10,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
123,123,561,651,124,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
124,124,414,404,131,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
125,125,297,639,65,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
126,126,612,416,111,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
127,127,663,865,135,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
128,128,1184,893,29,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
129,129,678,707,97,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
130,130,442,315,179,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
131,131,1723,991,9,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
132,132,456,495,91,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
133,133,1129,575,7,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
134,134,1282,873,46,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
135,135,1567,894,106,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
136,136,2244,932,50,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
137,137,484,344,192,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
138,138,330,433,151,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
139,139,974,811,66,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
140,140,495,587,130,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
141,141,925,607,59,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
142,142,494,757,17,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
143,143,1014,583,115,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
144,144,1865,960,35,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
145,145,1023,643,155,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
146,146,770,772,29,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
147,147,1113,751,94,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
148,148,1390,730,189,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
149,149,1079,860,103,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
150,150,609,489,79,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
151,151,350,510,166,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
152,152,342,416,188,True,1000,100,5,<__main__.RandomRegularNetwork object at 0x7f8898116860>,<__main__.MultiplexPowerVariantExchange object at 0x7f8898115e10>,"[1, 3]"
